geoid_o,geoid_d,lng_o,lat_o,lng_d,lat_d,date_range,visitor_flows,pop_flows,policy,policy_type
31,51,-99.81085586,41.52715113,-78.66634949,37.5108731,05/25/20 - 05/31/20,250,3602,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
32,51,-116.6552487,39.35618587,-78.66634949,37.5108731,05/25/20 - 05/31/20,320,5853,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
33,51,-71.57124317,43.68023706,-78.66634949,37.5108731,05/25/20 - 05/31/20,263,5866,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
34,51,-74.65561231,40.11017985,-78.66634949,37.5108731,05/25/20 - 05/31/20,4984,100545,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
35,51,-106.1084439,34.42130099,-78.66634949,37.5108731,05/25/20 - 05/31/20,162,3712,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
36,51,-75.59654322,42.92123355,-78.66634949,37.5108731,05/25/20 - 05/31/20,7409,166982,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
37,51,-79.13090892,35.52603039,-78.66634949,37.5108731,05/25/20 - 05/31/20,40779,661553,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
38,51,-100.4693908,47.44631042,-78.66634949,37.5108731,05/25/20 - 05/31/20,40,674,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
39,51,-82.70937701,40.41548691,-78.66634949,37.5108731,05/25/20 - 05/31/20,6116,97803,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
40,51,-97.50822793,35.58346465,-78.66634949,37.5108731,05/25/20 - 05/31/20,633,7936,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
41,51,-120.6052563,43.94045139,-78.66634949,37.5108731,05/25/20 - 05/31/20,204,4470,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
42,51,-77.83893801,40.89670051,-78.66634949,37.5108731,05/25/20 - 05/31/20,10861,224088,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
44,51,-71.52472356,41.5946389,-78.66634949,37.5108731,05/25/20 - 05/31/20,144,3485,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
45,51,-80.86459716,33.87785607,-78.66634949,37.5108731,05/25/20 - 05/31/20,5266,73260,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
46,51,-100.2033536,44.44664208,-78.66634949,37.5108731,05/25/20 - 05/31/20,77,1332,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
47,51,-86.34341233,35.84298014,-78.66634949,37.5108731,05/25/20 - 05/31/20,12141,173361,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
48,51,-99.31712097,31.44721219,-78.66634949,37.5108731,05/25/20 - 05/31/20,4740,63569,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
49,51,-111.67825,39.32376871,-78.66634949,37.5108731,05/25/20 - 05/31/20,264,5121,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
50,51,-72.66263037,44.07524823,-78.66634949,37.5108731,05/25/20 - 05/31/20,148,4738,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
51,51,-78.66634949,37.5108731,-78.66634949,37.5108731,05/25/20 - 05/31/20,2116614,42364707,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
53,51,-120.5928999,47.41163922,-78.66634949,37.5108731,05/25/20 - 05/31/20,356,7933,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
54,51,-80.6137069,38.6425671,-78.66634949,37.5108731,05/25/20 - 05/31/20,21384,419569,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
55,51,-89.73293306,44.63994411,-78.66634949,37.5108731,05/25/20 - 05/31/20,555,9981,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
56,51,-107.5513942,42.99953746,-78.66634949,37.5108731,05/25/20 - 05/31/20,69,1419,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
72,51,-66.41466678,18.21569834,-78.66634949,37.5108731,05/25/20 - 05/31/20,71,3326,1,Mandate Face Mask Use By All Individuals In Public Facing Businesses
